customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,payment_method,num_support_calls,senior_citizen,partner,paperless_billing,churn
CUST00515,22,51.62,978.09,Month-to-Month,Fiber Optic,No,No,Mailed Check,2,1,No,No,1
CUST00516,26,111.41,2476.0,Month-to-Month,Fiber Optic,No,No,Credit Card,1,0,No,No,1
CUST00517,15,63.92,901.28,Month-to-Month,No Internet,No,No,Mailed Check,1,1,No,Yes,1
CUST00518,23,70.06,1476.89,Month-to-Month,No Internet,No,No,Electronic Check,1,0,Yes,No,0
CUST00519,21,96.76,1905.29,Month-to-Month,Fiber Optic,No,No,Mailed Check,0,0,No,Yes,0
CUST00520,32,101.8,2940.11,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,0,0,No,No,1
CUST00521,72,67.23,4273.94,Month-to-Month,DSL,No,Yes,Bank Transfer,0,0,No,Yes,0
CUST00522,24,60.29,1429.35,One Year,DSL,No,No,Electronic Check,2,0,Yes,Yes,0
CUST00523,56,68.6,3660.72,One Year,Fiber Optic,No,No,Electronic Check,0,0,No,No,0
CUST00524,31,78.45,2164.51,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,0,Yes,No,1
CUST00525,23,92.28,1939.74,One Year,DSL,No,Yes,Credit Card,2,0,Yes,No,0
CUST00526,14,70.11,950.49,Month-to-Month,No Internet,No,Yes,Credit Card,1,0,Yes,Yes,0
CUST00527,23,85.47,1699.34,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,4,0,No,No,1
CUST00528,22,110.96,2146.94,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,1,1,No,No,0
CUST00529,11,79.53,756.42,Month-to-Month,DSL,Yes,No,Credit Card,3,0,Yes,No,0
CUST00530,13,77.79,1023.87,Month-to-Month,DSL,No,Yes,Electronic Check,2,1,Yes,No,1
CUST00531,26,32.03,833.18,Month-to-Month,No Internet,No,No,Bank Transfer,1,0,No,No,0
CUST00532,55,15.0,825.55,One Year,Fiber Optic,No,Yes,Credit Card,5,1,Yes,No,0
CUST00533,19,79.71,1504.29,Two Year,No Internet,Yes,No,Electronic Check,5,0,No,Yes,0
CUST00534,5,67.63,332.7,Month-to-Month,No Internet,Yes,No,Bank Transfer,0,0,No,Yes,1
CUST00535,8,57.13,432.08,One Year,Fiber Optic,Yes,Yes,Mailed Check,3,0,Yes,Yes,0
CUST00536,33,76.09,2456.87,Two Year,DSL,Yes,No,Mailed Check,2,0,Yes,No,0
CUST00537,6,68.49,352.45,One Year,No Internet,No,Yes,Electronic Check,1,0,No,No,0
CUST00538,37,98.19,3539.64,Month-to-Month,No Internet,Yes,Yes,Credit Card,3,0,Yes,No,0
CUST00539,32,72.15,2321.67,Month-to-Month,Fiber Optic,No,No,Credit Card,2,0,Yes,Yes,0
CUST00540,19,51.33,926.58,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,0,Yes,Yes,1
CUST00541,11,94.75,960.44,Month-to-Month,Fiber Optic,No,No,Electronic Check,1,0,Yes,Yes,1
CUST00542,16,64.57,935.48,One Year,Fiber Optic,No,No,Credit Card,2,0,No,Yes,0
CUST00543,26,83.16,2115.8,Month-to-Month,Fiber Optic,No,No,Mailed Check,0,0,No,Yes,1
CUST00544,6,58.06,344.37,Month-to-Month,No Internet,Yes,Yes,Electronic Check,1,0,No,No,0
CUST00545,52,53.75,2862.62,One Year,Fiber Optic,No,No,Mailed Check,3,0,Yes,Yes,0
CUST00546,26,72.1,1721.76,One Year,DSL,No,Yes,Electronic Check,1,1,Yes,Yes,0
CUST00547,28,70.32,1976.75,Month-to-Month,DSL,Yes,No,Bank Transfer,3,0,No,Yes,0
CUST00548,32,82.0,2525.0,One Year,DSL,Yes,No,Credit Card,1,0,No,No,0
CUST00549,48,63.28,3118.14,Month-to-Month,DSL,Yes,Yes,Credit Card,2,0,No,No,0
CUST00550,23,24.09,529.45,Month-to-Month,No Internet,Yes,No,Credit Card,0,0,Yes,Yes,0
CUST00551,33,59.18,1862.18,Month-to-Month,DSL,No,No,Mailed Check,0,0,No,No,0
CUST00552,11,89.85,954.33,One Year,DSL,No,No,Credit Card,0,0,Yes,Yes,0
CUST00553,63,62.57,3941.37,Two Year,DSL,Yes,Yes,Electronic Check,2,0,No,Yes,0
CUST00554,22,63.84,1464.79,Month-to-Month,Fiber Optic,No,No,Mailed Check,1,0,No,Yes,1
CUST00555,11,94.66,900.39,Month-to-Month,Fiber Optic,No,No,Bank Transfer,4,0,No,Yes,1
CUST00556,14,52.2,628.99,Month-to-Month,DSL,Yes,Yes,Mailed Check,1,0,No,No,0
CUST00557,3,31.43,97.83,Month-to-Month,DSL,No,No,Bank Transfer,1,0,No,No,1
CUST00558,14,65.98,883.05,Month-to-Month,DSL,No,Yes,Mailed Check,1,1,Yes,No,1
CUST00559,1,57.9,56.34,Month-to-Month,Fiber Optic,No,Yes,Credit Card,3,0,Yes,Yes,1
CUST00560,35,45.84,1518.54,Two Year,DSL,No,No,Bank Transfer,0,1,No,Yes,0
CUST00561,27,65.62,1539.17,One Year,No Internet,No,No,Credit Card,5,0,Yes,Yes,1
CUST00562,8,82.29,660.7,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,0,0,Yes,Yes,1
CUST00563,19,69.77,1324.89,Month-to-Month,DSL,No,No,Bank Transfer,0,0,Yes,Yes,0
CUST00564,20,77.67,1417.23,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,0,0,Yes,Yes,0
CUST00565,7,115.34,735.72,Month-to-Month,DSL,Yes,Yes,Electronic Check,1,0,No,No,0
CUST00566,17,61.43,1062.66,Two Year,Fiber Optic,No,No,Mailed Check,3,0,Yes,No,0
CUST00567,20,76.96,1330.59,Two Year,DSL,No,Yes,Bank Transfer,0,0,No,Yes,0
CUST00568,16,57.27,940.35,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,0,0,No,Yes,0
CUST00569,11,48.84,484.23,Month-to-Month,Fiber Optic,No,No,Credit Card,3,0,Yes,Yes,0
CUST00570,8,55.38,429.13,Two Year,No Internet,Yes,Yes,Credit Card,3,0,No,Yes,0
CUST00571,16,58.03,963.02,Month-to-Month,DSL,No,Yes,Mailed Check,0,0,Yes,Yes,0
CUST00572,12,78.99,934.25,One Year,DSL,Yes,No,Credit Card,0,0,No,Yes,0
CUST00573,30,128.73,3602.71,Month-to-Month,Fiber Optic,No,No,Credit Card,0,0,Yes,No,0
CUST00574,50,52.1,2573.5,One Year,No Internet,Yes,No,Credit Card,2,1,Yes,No,0
CUST00575,38,59.58,2080.19,Month-to-Month,No Internet,Yes,No,Electronic Check,1,0,Yes,Yes,0
CUST00576,21,68.42,1300.97,Two Year,DSL,Yes,No,Bank Transfer,4,1,Yes,No,0
CUST00577,12,79.89,1005.98,One Year,DSL,No,Yes,Mailed Check,1,0,No,Yes,0
CUST00578,37,76.59,2834.28,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,1,0,Yes,No,0
CUST00579,32,102.1,3198.41,One Year,DSL,No,No,Bank Transfer,3,0,No,Yes,0
CUST00580,48,15.0,663.16,Two Year,DSL,No,Yes,Bank Transfer,0,0,Yes,Yes,0
CUST00581,23,15.0,296.64,Month-to-Month,DSL,No,Yes,Electronic Check,2,0,No,Yes,1
CUST00582,61,57.6,3008.38,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,No,Yes,0
CUST00583,23,97.43,2153.13,Month-to-Month,No Internet,No,No,Mailed Check,0,0,Yes,Yes,0
CUST00584,12,30.86,371.21,Month-to-Month,No Internet,Yes,Yes,Bank Transfer,1,0,Yes,No,0
CUST00585,13,15.0,186.71,Month-to-Month,Fiber Optic,No,No,Credit Card,1,1,No,No,0
CUST00586,29,84.28,2488.5,One Year,Fiber Optic,No,No,Electronic Check,2,1,Yes,Yes,0
CUST00587,12,76.09,782.22,Month-to-Month,No Internet,No,Yes,Bank Transfer,1,0,Yes,Yes,0
CUST00588,60,42.74,2367.84,Two Year,DSL,Yes,No,Credit Card,2,0,No,No,0
CUST00589,28,45.36,1139.79,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,1,0,No,No,1
CUST00590,21,45.76,902.78,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,No,No,0
CUST00591,22,72.76,1383.78,Month-to-Month,DSL,Yes,Yes,Mailed Check,2,0,No,Yes,0
CUST00592,16,54.34,904.94,Month-to-Month,Fiber Optic,Yes,No,Credit Card,4,0,No,No,1
CUST00593,4,82.35,294.7,Month-to-Month,DSL,No,Yes,Credit Card,0,0,No,No,1
CUST00594,13,15.0,201.72,Month-to-Month,Fiber Optic,No,No,Mailed Check,2,0,No,Yes,1
CUST00595,56,48.58,2544.13,Month-to-Month,DSL,Yes,No,Mailed Check,1,0,Yes,Yes,0
CUST00596,24,41.85,1051.71,One Year,DSL,Yes,No,Credit Card,0,0,No,No,0
CUST00597,41,63.59,2505.02,One Year,DSL,No,No,Mailed Check,4,0,Yes,No,0
CUST00598,42,56.55,2461.0,Month-to-Month,No Internet,No,Yes,Credit Card,0,1,Yes,Yes,0
CUST00599,19,89.95,1454.52,One Year,Fiber Optic,Yes,No,Bank Transfer,2,0,No,No,0
CUST00600,32,23.52,752.37,One Year,Fiber Optic,Yes,Yes,Credit Card,0,0,Yes,Yes,1
CUST00601,4,71.14,293.27,Month-to-Month,Fiber Optic,No,No,Electronic Check,2,0,Yes,Yes,1
CUST00602,53,83.96,3906.75,Two Year,Fiber Optic,No,Yes,Mailed Check,2,0,Yes,Yes,0
CUST00603,50,116.42,5059.76,Two Year,DSL,No,No,Bank Transfer,2,0,No,No,0
CUST00604,29,57.96,1571.44,Month-to-Month,Fiber Optic,No,No,Mailed Check,2,0,No,Yes,1
CUST00605,24,78.11,1943.51,Month-to-Month,DSL,Yes,No,Mailed Check,0,0,Yes,Yes,1
CUST00606,20,24.9,477.32,Month-to-Month,DSL,Yes,Yes,Mailed Check,0,0,Yes,Yes,0
CUST00607,44,15.0,630.62,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,2,0,Yes,Yes,1
CUST00608,34,91.12,2720.81,One Year,DSL,Yes,No,Electronic Check,2,0,No,No,0
CUST00609,15,69.86,890.88,Month-to-Month,DSL,No,No,Credit Card,2,0,No,Yes,0
CUST00610,7,99.46,704.59,One Year,Fiber Optic,No,No,Electronic Check,1,0,Yes,No,1
CUST00611,6,35.66,185.61,One Year,Fiber Optic,No,No,Mailed Check,2,0,Yes,No,0
CUST00612,44,83.0,3567.16,One Year,Fiber Optic,Yes,No,Bank Transfer,1,0,No,Yes,0
CUST00613,19,116.72,2290.69,One Year,Fiber Optic,No,Yes,Bank Transfer,1,0,No,No,1
CUST00614,28,80.49,2009.71,Month-to-Month,Fiber Optic,No,No,Bank Transfer,0,0,Yes,Yes,1
CUST00615,21,76.91,1587.74,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,1,0,Yes,Yes,0
CUST00616,6,70.21,364.7,One Year,DSL,No,No,Electronic Check,1,1,Yes,No,0
CUST00617,4,30.73,119.32,Month-to-Month,DSL,Yes,No,Bank Transfer,0,0,No,No,1
CUST00618,14,103.89,1283.98,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,2,0,No,Yes,1
CUST00619,15,54.73,818.64,Two Year,DSL,No,No,Mailed Check,1,0,No,Yes,0
CUST00620,15,82.61,1127.93,One Year,No Internet,No,No,Bank Transfer,1,0,No,No,1
CUST00621,15,30.92,437.21,Month-to-Month,No Internet,Yes,No,Bank Transfer,1,0,No,No,1
CUST00622,72,40.51,2828.89,One Year,DSL,Yes,No,Credit Card,0,0,No,Yes,0
CUST00623,41,105.88,3838.62,One Year,DSL,No,No,Credit Card,0,0,Yes,Yes,0
CUST00624,24,61.32,1469.22,Month-to-Month,DSL,No,Yes,Mailed Check,3,1,Yes,Yes,0
CUST00625,19,106.33,1839.51,Month-to-Month,DSL,No,Yes,Credit Card,1,1,No,Yes,0
CUST00626,19,68.04,1270.1,Two Year,DSL,Yes,Yes,Credit Card,1,0,No,Yes,0
CUST00627,34,23.95,717.93,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,3,0,Yes,Yes,1
CUST00628,19,92.3,1732.0,Month-to-Month,No Internet,Yes,No,Credit Card,1,0,Yes,Yes,1
CUST00629,38,55.25,1838.4,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,2,0,Yes,No,1
CUST00630,26,87.47,2126.56,One Year,DSL,Yes,No,Bank Transfer,6,0,Yes,Yes,0
CUST00631,72,70.63,4573.98,Month-to-Month,Fiber Optic,Yes,No,Credit Card,0,0,Yes,Yes,0
CUST00632,18,31.42,565.38,Month-to-Month,Fiber Optic,No,No,Credit Card,3,0,No,Yes,1
CUST00633,43,74.11,2875.73,Month-to-Month,No Internet,Yes,No,Credit Card,2,0,No,Yes,0
CUST00634,8,124.91,1025.6,Two Year,No Internet,No,Yes,Electronic Check,3,0,No,Yes,0
CUST00635,12,82.32,1015.86,Month-to-Month,No Internet,Yes,Yes,Credit Card,1,0,No,No,0
CUST00636,67,68.56,4084.96,One Year,Fiber Optic,No,Yes,Credit Card,1,0,No,Yes,0
CUST00637,37,96.88,3486.95,Two Year,Fiber Optic,Yes,Yes,Mailed Check,4,0,Yes,Yes,0
CUST00638,29,75.27,1893.7,Month-to-Month,DSL,No,Yes,Credit Card,3,0,Yes,Yes,0
CUST00639,72,75.24,5028.9,Two Year,Fiber Optic,Yes,No,Electronic Check,1,1,Yes,Yes,0
CUST00640,19,42.71,805.54,Two Year,DSL,No,Yes,Bank Transfer,1,0,No,Yes,0
CUST00641,42,75.85,3127.99,Two Year,Fiber Optic,No,Yes,Credit Card,1,0,Yes,Yes,0
CUST00642,45,95.89,4206.92,Month-to-Month,Fiber Optic,No,Yes,Credit Card,0,0,No,Yes,0
CUST00643,57,49.1,2537.04,One Year,DSL,Yes,No,Mailed Check,2,0,Yes,No,0
CUST00644,7,105.61,684.27,One Year,DSL,No,No,Credit Card,0,0,No,No,0
CUST00645,19,67.71,1120.0,Two Year,DSL,No,No,Credit Card,2,1,Yes,Yes,0
CUST00646,26,47.81,1235.36,Month-to-Month,DSL,Yes,Yes,Credit Card,2,0,No,No,0
CUST00647,57,94.94,5145.21,One Year,DSL,No,No,Credit Card,3,0,Yes,No,0
CUST00648,28,62.83,1744.73,Month-to-Month,DSL,No,Yes,Bank Transfer,3,0,Yes,No,1
CUST00649,45,88.99,3603.25,Month-to-Month,DSL,No,Yes,Mailed Check,2,0,No,Yes,0
CUST00650,6,62.71,344.24,Month-to-Month,DSL,No,No,Bank Transfer,2,0,No,No,0
CUST00651,16,68.5,1004.86,One Year,No Internet,No,No,Electronic Check,2,0,No,No,0
CUST00652,50,82.34,3520.65,Month-to-Month,DSL,No,No,Credit Card,3,1,No,Yes,0
CUST00653,17,77.27,1206.15,Month-to-Month,DSL,No,No,Electronic Check,3,0,No,Yes,1
CUST00654,20,20.11,406.49,Two Year,Fiber Optic,No,No,Bank Transfer,2,1,No,No,0
CUST00655,56,41.97,2419.56,Month-to-Month,No Internet,No,Yes,Electronic Check,3,0,Yes,No,0
CUST00656,10,93.24,889.18,One Year,Fiber Optic,No,No,Credit Card,1,0,Yes,Yes,1
CUST00657,12,66.7,753.26,Month-to-Month,DSL,No,Yes,Electronic Check,3,0,Yes,No,0
CUST00658,6,56.91,292.35,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,2,0,No,Yes,1
CUST00659,58,36.04,2144.34,One Year,Fiber Optic,Yes,Yes,Credit Card,0,0,No,Yes,0
CUST00660,40,43.01,1466.82,Two Year,Fiber Optic,Yes,No,Mailed Check,1,0,No,Yes,0
CUST00661,39,19.46,788.5,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,0,0,Yes,Yes,0
CUST00662,15,67.47,959.26,One Year,No Internet,Yes,No,Credit Card,6,0,Yes,No,1
CUST00663,5,55.04,252.74,Month-to-Month,No Internet,No,Yes,Mailed Check,0,0,No,Yes,0
CUST00664,4,45.84,189.75,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,0,0,Yes,No,1
CUST00665,50,68.3,2919.41,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,0,0,No,Yes,0
CUST00666,30,79.1,2292.99,Month-to-Month,Fiber Optic,No,No,Electronic Check,1,0,Yes,Yes,1
CUST00667,34,122.33,3991.96,Month-to-Month,No Internet,Yes,No,Credit Card,1,0,Yes,Yes,0
CUST00668,25,32.2,719.56,Month-to-Month,DSL,Yes,No,Electronic Check,1,1,No,Yes,1
CUST00669,10,98.98,926.23,Month-to-Month,No Internet,No,Yes,Electronic Check,1,0,Yes,No,1
CUST00670,16,94.33,1479.78,Month-to-Month,DSL,No,No,Mailed Check,5,1,Yes,Yes,1
CUST00671,8,50.52,402.31,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,3,0,No,No,0
CUST00672,7,75.08,446.8,One Year,No Internet,No,Yes,Mailed Check,2,0,No,Yes,0
CUST00673,38,58.56,2308.44,Two Year,DSL,No,No,Credit Card,1,0,No,Yes,0
CUST00674,4,74.64,263.6,One Year,Fiber Optic,No,No,Bank Transfer,1,0,No,Yes,1
CUST00675,8,107.73,772.83,Month-to-Month,DSL,No,Yes,Electronic Check,1,0,Yes,No,1
CUST00676,17,85.14,1306.54,Two Year,Fiber Optic,No,Yes,Electronic Check,0,0,Yes,Yes,0
CUST00677,22,82.72,1560.63,One Year,DSL,No,No,Credit Card,1,0,Yes,No,0
CUST00678,6,59.24,310.87,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,0,1,Yes,No,1
CUST00679,28,32.9,964.75,Month-to-Month,Fiber Optic,No,No,Credit Card,3,1,Yes,Yes,1
CUST00680,24,64.79,1419.75,One Year,No Internet,No,No,Credit Card,4,0,No,Yes,1
CUST00681,49,100.17,4285.27,One Year,No Internet,No,No,Credit Card,1,0,Yes,Yes,0
CUST00682,22,31.82,610.01,One Year,DSL,Yes,Yes,Bank Transfer,0,0,No,No,0
CUST00683,30,43.62,1300.61,One Year,Fiber Optic,Yes,Yes,Credit Card,1,0,Yes,Yes,0
CUST00684,11,73.16,821.59,One Year,DSL,Yes,No,Bank Transfer,0,0,Yes,Yes,0
CUST00685,11,45.38,449.96,Two Year,DSL,Yes,No,Bank Transfer,1,0,Yes,Yes,0
CUST00686,6,50.19,257.23,Month-to-Month,DSL,Yes,Yes,Electronic Check,2,0,No,No,0
CUST00687,11,59.41,584.64,Month-to-Month,No Internet,No,Yes,Mailed Check,0,0,Yes,No,1
CUST00688,16,35.86,494.18,Two Year,No Internet,Yes,Yes,Bank Transfer,0,0,No,No,0
CUST00689,46,45.65,1828.34,Month-to-Month,DSL,Yes,No,Bank Transfer,0,1,No,No,0
CUST00690,10,87.59,820.11,One Year,DSL,Yes,No,Mailed Check,0,0,Yes,Yes,1
CUST00691,72,37.32,2407.54,Two Year,DSL,No,No,Bank Transfer,0,0,No,Yes,0
CUST00692,32,30.05,916.59,One Year,Fiber Optic,Yes,No,Mailed Check,1,0,No,No,0
CUST00693,27,54.25,1319.3,One Year,Fiber Optic,Yes,No,Electronic Check,4,0,No,No,0
CUST00694,21,88.3,1924.96,Month-to-Month,DSL,No,No,Credit Card,2,0,Yes,Yes,0
CUST00695,18,65.08,1207.98,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,2,0,No,Yes,1
CUST00696,13,58.39,731.26,Month-to-Month,DSL,Yes,Yes,Credit Card,3,0,No,No,1
CUST00697,5,71.11,327.42,One Year,No Internet,Yes,Yes,Mailed Check,2,1,Yes,Yes,0
CUST00698,10,26.36,244.15,One Year,Fiber Optic,Yes,No,Credit Card,2,0,Yes,Yes,0
CUST00699,58,82.37,4454.36,One Year,Fiber Optic,No,No,Electronic Check,3,0,Yes,No,0
CUST00700,30,79.59,2376.99,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,1,0,Yes,No,1
CUST00701,57,59.77,3203.59,Month-to-Month,No Internet,No,Yes,Electronic Check,1,1,Yes,Yes,0
CUST00702,12,95.15,1166.17,One Year,DSL,Yes,Yes,Bank Transfer,2,0,Yes,Yes,0
CUST00703,8,41.81,347.46,Month-to-Month,DSL,No,Yes,Credit Card,0,0,Yes,Yes,0
CUST00704,21,98.2,1891.43,Month-to-Month,No Internet,Yes,No,Credit Card,0,1,No,No,1
CUST00705,10,73.86,710.64,One Year,DSL,Yes,Yes,Bank Transfer,3,1,No,No,0
CUST00706,24,61.59,1284.54,One Year,DSL,No,Yes,Mailed Check,1,0,No,No,0
CUST00707,4,69.5,247.45,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,0,0,No,Yes,1
CUST00708,2,67.32,125.58,Two Year,No Internet,Yes,Yes,Mailed Check,2,0,Yes,Yes,0
CUST00709,26,100.51,2329.04,Month-to-Month,Fiber Optic,No,No,Credit Card,3,0,Yes,No,1
CUST00710,59,43.08,2606.06,Two Year,No Internet,No,Yes,Electronic Check,4,0,No,Yes,0
CUST00711,27,50.94,1212.61,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,1,0,Yes,No,1
CUST00712,30,95.91,2707.92,Month-to-Month,DSL,No,No,Mailed Check,2,0,Yes,No,1
CUST00713,21,55.11,1123.91,Two Year,Fiber Optic,No,No,Bank Transfer,0,0,Yes,Yes,1
CUST00714,23,92.51,2102.99,Month-to-Month,Fiber Optic,No,No,Bank Transfer,1,1,Yes,No,0
CUST00715,5,112.49,521.17,One Year,DSL,No,No,Electronic Check,2,0,Yes,Yes,1
CUST00716,11,59.96,675.27,Two Year,DSL,No,No,Bank Transfer,5,0,Yes,No,0
CUST00717,46,87.03,3857.91,Two Year,DSL,Yes,No,Credit Card,1,1,Yes,Yes,0
CUST00718,15,41.16,579.06,Two Year,Fiber Optic,No,No,Mailed Check,2,0,No,No,0
CUST00719,45,88.87,3453.06,Month-to-Month,No Internet,Yes,Yes,Mailed Check,2,0,Yes,No,0
CUST00720,22,74.99,1555.64,One Year,Fiber Optic,Yes,No,Mailed Check,3,0,No,Yes,0
CUST00721,23,81.83,1908.72,Month-to-Month,No Internet,No,Yes,Electronic Check,3,0,No,Yes,0
CUST00722,16,53.86,838.41,Month-to-Month,DSL,Yes,No,Electronic Check,3,0,No,Yes,0
CUST00723,33,28.47,954.95,Two Year,No Internet,No,No,Bank Transfer,1,0,Yes,Yes,0
CUST00724,39,82.58,3055.73,Month-to-Month,No Internet,No,No,Mailed Check,0,0,No,No,1
CUST00725,10,18.41,160.85,One Year,DSL,No,Yes,Credit Card,1,0,Yes,Yes,0
CUST00726,6,62.07,317.57,Month-to-Month,No Internet,Yes,No,Credit Card,2,0,Yes,Yes,1
CUST00727,3,93.53,255.52,One Year,DSL,Yes,Yes,Mailed Check,2,0,No,Yes,1
CUST00728,29,74.8,2146.64,Two Year,No Internet,No,No,Electronic Check,1,0,Yes,Yes,0
CUST00729,27,118.71,3230.98,Month-to-Month,No Internet,No,Yes,Electronic Check,1,0,Yes,No,1
CUST00730,72,95.63,6259.83,One Year,Fiber Optic,Yes,No,Electronic Check,0,1,Yes,Yes,0
CUST00731,21,53.65,1069.34,Two Year,Fiber Optic,Yes,Yes,Credit Card,1,0,Yes,No,0
CUST00732,19,70.68,1254.59,Month-to-Month,DSL,No,Yes,Mailed Check,4,0,Yes,No,1
CUST00733,24,68.82,1539.54,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,No,Yes,1
CUST00734,25,30.45,682.29,One Year,Fiber Optic,No,No,Mailed Check,1,0,Yes,No,1
CUST00735,17,46.49,693.34,Month-to-Month,Fiber Optic,No,Yes,Credit Card,1,0,Yes,Yes,1
CUST00736,10,55.98,497.85,Month-to-Month,Fiber Optic,No,No,Credit Card,0,0,No,Yes,1
CUST00737,20,19.09,328.76,Two Year,No Internet,Yes,Yes,Bank Transfer,0,0,No,Yes,0
CUST00738,20,71.19,1266.65,Month-to-Month,DSL,Yes,No,Credit Card,0,0,No,Yes,0
CUST00739,20,63.77,1086.44,Two Year,No Internet,Yes,No,Mailed Check,0,0,No,No,0
CUST00740,36,28.18,989.58,Two Year,No Internet,No,Yes,Credit Card,1,0,No,Yes,0
CUST00741,20,80.11,1463.25,One Year,Fiber Optic,No,No,Bank Transfer,2,0,No,Yes,1
CUST00742,6,87.9,550.94,Month-to-Month,DSL,No,Yes,Bank Transfer,2,0,Yes,Yes,0
CUST00743,12,75.68,807.12,Month-to-Month,DSL,No,No,Mailed Check,1,1,No,Yes,1
CUST00744,17,61.9,967.24,Month-to-Month,DSL,Yes,No,Bank Transfer,0,0,No,No,1
CUST00745,21,84.79,1640.94,Two Year,Fiber Optic,No,No,Bank Transfer,2,1,No,Yes,0
CUST00746,29,87.01,2149.06,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,0,0,No,No,0
CUST00747,21,77.69,1660.6,Month-to-Month,No Internet,No,Yes,Mailed Check,2,0,Yes,No,0
CUST00748,2,49.38,84.58,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,2,0,Yes,Yes,1
CUST00749,7,76.92,558.92,Month-to-Month,DSL,No,No,Bank Transfer,2,0,No,No,1
CUST00750,31,99.89,3184.58,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,0,Yes,Yes,1
CUST00751,17,55.08,896.19,One Year,No Internet,No,No,Mailed Check,0,0,No,Yes,0
CUST00752,22,122.45,2582.69,Month-to-Month,No Internet,Yes,No,Electronic Check,3,0,Yes,Yes,1
CUST00753,15,56.86,836.49,Month-to-Month,No Internet,No,Yes,Credit Card,4,0,No,Yes,1
CUST00754,12,70.81,788.04,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,2,0,No,No,0
CUST00755,16,53.19,833.55,One Year,Fiber Optic,No,Yes,Mailed Check,1,1,Yes,Yes,0
CUST00756,23,75.58,1493.15,One Year,No Internet,No,Yes,Mailed Check,3,0,Yes,No,0
CUST00757,20,26.44,455.2,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,0,0,Yes,Yes,1
CUST00758,39,56.35,2068.97,One Year,DSL,No,No,Credit Card,2,0,No,No,0
CUST00759,5,42.7,204.94,Month-to-Month,DSL,No,Yes,Mailed Check,2,1,No,Yes,1
CUST00760,5,73.38,377.01,Two Year,DSL,Yes,Yes,Electronic Check,1,0,Yes,No,0
CUST00761,17,94.86,1404.48,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,1,0,Yes,Yes,1
CUST00762,30,86.15,2622.05,One Year,DSL,No,Yes,Bank Transfer,0,0,No,No,0
CUST00763,34,15.0,454.92,Two Year,DSL,No,No,Mailed Check,2,0,No,No,0
CUST00764,12,121.05,1349.2,Two Year,DSL,Yes,Yes,Mailed Check,2,0,Yes,No,0
CUST00765,1,77.38,70.67,Month-to-Month,Fiber Optic,Yes,No,Credit Card,2,0,Yes,Yes,1
CUST00766,13,50.59,611.65,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,0,No,Yes,1
CUST00767,27,73.93,1756.77,One Year,Fiber Optic,No,Yes,Credit Card,1,0,No,No,0
CUST00768,20,74.4,1414.66,Month-to-Month,DSL,No,No,Credit Card,1,0,No,Yes,0
CUST00769,30,53.33,1616.42,Two Year,DSL,Yes,No,Credit Card,1,0,Yes,Yes,0
CUST00770,45,74.95,3164.67,One Year,Fiber Optic,No,No,Credit Card,3,0,No,Yes,0
CUST00771,18,54.81,935.4,One Year,DSL,No,Yes,Electronic Check,4,0,No,Yes,1
CUST00772,14,59.89,855.02,Month-to-Month,DSL,No,No,Mailed Check,1,1,No,Yes,1
CUST00773,9,52.84,471.38,One Year,DSL,No,No,Mailed Check,1,0,Yes,Yes,0
CUST00774,5,34.18,162.03,One Year,No Internet,Yes,No,Credit Card,4,0,Yes,Yes,0
